latitude,longitude,value
8.5149093,76.9435879,39.0
8.5637,76.8865,78.0
8.816428,78.099039,30.0
8.8787,76.6073,68.0
9.969447,76.321186,48.0
9.985653,76.281342,77.0
10.073232,76.302765,39.0
10.5324,76.2159,48.0
10.942451,76.978996,54.0
11.249077,75.784371,39.0
11.55358,76.55521,46.0
11.875,75.3732,80.0
12.21041,76.37376,33.0
12.415911,75.73505,15.0
12.733409,77.298051,37.0
12.917348,77.622813,37.0
12.920984,77.584908,52.0
12.938539,77.5901,44.0
12.951913,77.539784,66.0
12.9756843,77.5660749,106.0
12.990328,77.5431385,32.0
13.029152,77.585901,65.0
13.0664,80.2112,67.0
13.1036,80.2909,37.0
13.1278,80.2642,42.0
13.1662,80.2584,62.0
13.428828,77.731418,37.0
13.67,79.35,32.0
13.94,75.555917,59.0
15.351773,75.140726,52.0
16.172806,75.659694,36.0
16.5150833,80.5181667,70.0
16.802639,75.722694,53.0
16.9872867,81.7363176,89.0
17.321993,76.822628,243.0
17.349694,78.451437,107.0
17.460103,78.334361,91.0
17.5184,78.278777,91.0
17.5316895,78.218939,86.0
17.540891,78.358528,87.0
17.72,83.3,98.0
18.530085,73.849598,209.0
18.57304,73.927715,219.0
18.640051,73.848956,169.0
18.664282,73.763966,119.0
18.897756,72.81332,191.0
18.91,72.82,60.0
18.96702,72.84214,87.0
18.9936162,72.8128113,137.0
19.008751,73.01662,244.0
19.044,73.0325,49.0
19.047,72.8746,259.0
19.04946,72.923,168.0
19.053536,72.84643,205.0
19.0863,72.8888,264.0
19.10078,72.87462,234.0
19.10861,72.83622,283.0
19.1135051,73.008978,502.0
19.13276,72.52048,41.0
19.1375,72.915056,212.0
19.192056,72.9585188,223.0
19.19709,72.82204,140.0
19.23241,72.86895,123.0
19.25292,73.142019,540.0
19.645324,77.6345232,161.0
19.8389439,75.244448,176.0
19.9775302,79.2337086,79.0
20.0073285,73.7762427,111.0
20.362421,72.918013,172.0
20.9360711,85.1707021,171.0
21.152875,79.0517531,109.0
21.613267,73.010555,132.0
21.8004996,83.8396977,116.0
22.410802,73.097923,53.0
22.431,75.5213,200.0
22.49929,88.36917,165.0
22.51106,88.35142,145.0
22.5367507,88.3638022,172.0
22.5448082,88.3403691,159.0
22.55664,88.342674,172.0
22.5687319,88.2797276,186.0
22.58157048,88.41002457,140.0
22.611968,88.347422,349.0
22.624758,75.675238,79.0
22.629801,88.352017,169.0
22.9682591,76.064118,88.0
22.969611,72.6435,120.0
23.002657,72.591912,276.0
23.10844,77.511428,86.0
23.168606,79.932247,154.0
23.182719,75.768218,226.0
23.221714,72.654328,118.0
23.233584,77.400574,193.0
23.331731,75.045981,400.0
23.50016,80.23284,174.0
23.685297,86.945968,120.0
23.707909,86.41467,84.0
23.81748678,79.446246,109.0
23.8628276,91.2887362,140.0
24.10897,82.64558,221.0
24.2613009,80.7231783,59.0
24.58434363,80.8549414,57.0
24.5886166,73.6321397,150.0
24.762518,84.982348,92.0
25.14389,75.821256,209.0
25.3505986,82.9083074,302.0
25.5586,91.8985,4.0
25.586562,85.043586,131.0
25.592539,85.227158,300.0
25.596727,85.085624,373.0
25.599486,85.113666,318.0
25.619651,85.147382,285.0
25.6635413,94.0989878,61.0
25.697189,85.2459,154.0
25.771061,73.340227,122.0
26.11442,85.39813,205.0
26.181742,91.78063,123.0
26.203442,78.193251,157.0
26.210536,78.171,358.0
26.268249,73.0193853,300.0
26.470859,74.646594,134.0
26.6883049,88.412668,211.0
26.83399722,80.8917361,672.0
26.8458805,80.9365541,546.0
26.8821003,80.9302753,556.0
26.902909,75.836858,143.0
26.9164092,75.7994901,183.0
26.9502929,75.730943,148.0
27.554793,76.611536,144.0
27.9002,76.9938,213.0
28.060249,76.113115,274.0
28.194909,76.862296,299.0
28.2068,76.7997,415.0
28.3419248,77.319699,402.0
28.360699,76.93609,301.0
28.376058,77.315741,593.0
28.39072,77.30059,689.0
28.406963,77.849831,417.0
28.422681,77.148944,344.0
28.4227,77.0667,494.0
28.4275,77.1465,380.0
28.4417,77.3217,450.0
28.4706914,77.1099364,507.0
28.47272,77.482,520.0
28.498571,77.26484,274.0
28.530785,77.271255,646.0
28.531346,77.190156,519.0
28.5447608,77.3231257,566.0
28.5504249,77.2159377,594.0
28.5512005,77.2735737,733.0
28.557054,77.453663,492.0
28.5627763,77.1180053,447.0
28.563262,77.186937,710.0
28.56923,77.393848,564.0
28.570173,76.933762,223.0
28.5710274,77.0719006,717.0
28.58028,77.233829,382.0
28.588333,77.221667,428.0
28.5898,77.3101,620.0
28.5918245,77.2273074,563.0
28.60909,77.0325413,687.0
28.623763,77.287209,494.0
28.6245479,77.3577104,762.0
28.628624,77.24106,913.0
28.636429,77.201067,613.0
28.639645,77.146263,606.0
28.646233,77.358075,863.0
28.646835,77.316032,769.0
28.6514781,77.1473105,696.0
28.656756,77.227234,666.0
28.6573814,77.1585447,962.0
28.6603346,77.3572563,844.0
28.6701,76.9254,486.0
28.672342,77.31526,679.0
28.674045,77.131023,700.0
28.6811736,77.3025234,789.0
28.684678,77.076574,1154.0
28.685382,77.453839,725.0
28.699793,77.165453,935.0
28.710508,77.249485,1235.0
28.725645,77.749675,515.0
28.732528,77.11992,864.0
28.7500499,77.1112615,723.0
28.757294,77.278792,802.0
28.7762,77.051074,645.0
28.806223,76.141105,434.0
28.815329,77.15301,621.0
28.822836,77.101981,719.0
28.825341,78.7213009,487.0
28.9535882,77.7622941,456.0
28.974801,77.213357,560.0
28.999264,77.7590354,457.0
29.0272,77.0621,513.0
29.06351,77.709723,408.0
29.14056,75.744941,543.0
29.307814,76.337619,515.0
29.4723508,77.7194031,310.0
29.497973,76.993331,461.0
29.5364,75.0158,595.0
29.6953,77.0027,522.0
29.8006,76.4155,323.0
30.0325454,76.5623046,108.0
30.1480566,77.2893471,215.0
30.349388,76.366642,542.0
30.649961,76.331442,276.0
30.736056,76.209694,249.0
30.751462,76.762879,135.0
30.9028,75.8086,455.0
31.321907,75.578914,489.0
31.62,74.876512,467.0
