latitude,longitude,value
28.5512005,77.2735737,439.0
28.557054,77.453663,504.0
28.5627763,77.1180053,442.0
28.563262,77.186937,434.0
28.56789,77.250515,438.0
28.56923,77.393848,514.0
28.570173,76.933762,429.0
28.5710274,77.0719006,447.0
28.58028,77.233829,434.0
28.588333,77.221667,843.0
28.5898,77.3101,482.0
28.5918245,77.2273074,469.0
28.593883,76.270653,334.0
28.60909,77.0325413,441.0
28.611281,77.237738,438.0
28.623763,77.287209,441.0
28.6245479,77.3577104,658.0
28.636429,77.201067,440.0
28.639645,77.146263,453.0
28.646233,77.358075,574.0
28.647622,77.315809,488.0
28.6514781,77.1473105,497.0
28.656756,77.227234,473.0
28.6573814,77.1585447,465.0
28.6603346,77.3572563,561.0
28.6701,76.9254,284.0
28.672342,77.31526,448.0
28.674045,77.131023,445.0
28.6811736,77.3025234,441.0
28.684678,77.076574,471.0
28.685382,77.453839,562.0
28.695381,77.181665,502.0
28.699793,77.165453,499.0
28.710508,77.249485,471.0
28.725645,77.749675,477.0
28.7256504,77.2011573,453.0
28.732528,77.11992,471.0
28.73282,77.170633,489.0
28.7500499,77.1112615,445.0
28.757294,77.278792,635.0
28.7762,77.051074,475.0
28.806223,76.141105,303.0
28.815329,77.15301,448.0
28.822836,77.101981,466.0
28.825341,78.7213009,338.0
28.88528,78.7388,269.0
28.9535882,77.7622941,470.0
28.974801,77.213357,497.0
28.999264,77.7590354,476.0
29.0272,77.0621,343.0
29.06351,77.709723,422.0
29.14056,75.744941,386.0
29.307814,76.337619,393.0
29.4723508,77.7194031,337.0
29.497973,76.993331,666.0
29.5364,75.0158,297.0
29.6953,77.0027,453.0
29.8006,76.4155,482.0
30.0325454,76.5623046,220.0
30.1480566,77.2893471,655.0
30.349388,76.366642,302.0
30.649961,76.331442,256.0
30.735567,76.775714,104.0
30.736056,76.209694,220.0
30.751462,76.762879,100.0
30.9028,75.8086,214.0
31.321907,75.578914,178.0
31.62,74.876512,186.0
34.066206,74.81982,78.0
