latitude,longitude,value
8.5149093,76.9435879,34.0
8.5637,76.8865,41.0
8.816428,78.099039,21.0
8.8787,76.6073,45.0
9.969447,76.321186,44.0
9.985653,76.281342,48.0
10.073232,76.302765,23.0
10.5324,76.2159,48.0
10.942451,76.978996,21.0
11.249077,75.784371,53.0
11.55358,76.55521,41.0
11.875,75.3732,66.0
12.21041,76.37376,33.0
12.415911,75.73505,21.0
12.733409,77.298051,36.0
12.917348,77.622813,36.0
12.920984,77.584908,50.0
12.938539,77.5901,34.0
12.951913,77.539784,54.0
12.9756843,77.5660749,81.0
12.990328,77.5431385,30.0
13.029152,77.585901,50.0
13.0664,80.2112,39.0
13.1036,80.2909,37.0
13.1278,80.2642,40.0
13.1662,80.2584,33.0
13.428828,77.731418,40.0
13.67,79.35,23.0
13.94,75.555917,41.0
15.351773,75.140726,50.0
16.172806,75.659694,28.0
16.5150833,80.5181667,55.0
16.7602,77.1428,60.0
16.802639,75.722694,41.0
16.9872867,81.7363176,91.0
17.321993,76.822628,218.0
17.349694,78.451437,111.0
17.460103,78.334361,71.0
17.5184,78.278777,80.0
17.5316895,78.218939,79.0
17.540891,78.358528,94.0
17.6599188,75.9063906,106.0
17.72,83.3,133.0
18.530085,73.849598,77.0
18.57304,73.927715,74.0
18.640051,73.848956,82.0
18.664282,73.763966,75.0
18.897756,72.81332,160.0
18.91,72.82,119.0
18.96702,72.84214,145.0
18.9936162,72.8128113,147.0
19.008751,73.01662,152.0
19.044,73.0325,110.0
19.047,72.8746,172.0
19.04946,72.923,135.0
19.053536,72.84643,203.0
19.0863,72.8888,185.0
19.10078,72.87462,284.0
19.10861,72.83622,162.0
19.1135051,73.008978,136.0
19.13276,72.52048,102.0
19.1375,72.915056,108.0
19.192056,72.9585188,155.0
19.19709,72.82204,112.0
19.23241,72.86895,143.0
19.25292,73.142019,195.0
19.645324,77.6345232,64.0
19.8389439,75.244448,108.0
19.9775302,79.2337086,71.0
20.0073285,73.7762427,61.0
20.362421,72.918013,127.0
20.9360711,85.1707021,113.0
21.152875,79.0517531,91.0
21.613267,73.010555,126.0
21.8004996,83.8396977,131.0
22.06047,88.109737,82.0
22.410802,73.097923,48.0
22.431,75.5213,121.0
22.49929,88.36917,154.0
22.51106,88.35142,158.0
22.5367507,88.3638022,158.0
22.5448082,88.3403691,157.0
22.55664,88.342674,155.0
22.5687319,88.2797276,204.0
22.58157048,88.41002457,156.0
22.611968,88.347422,190.0
22.624758,75.675238,107.0
22.629801,88.352017,181.0
22.9682591,76.064118,103.0
22.969611,72.6435,100.0
23.002657,72.591912,156.0
23.10844,77.511428,77.0
23.168606,79.932247,147.0
23.182719,75.768218,106.0
23.221714,72.654328,86.0
23.233584,77.400574,124.0
23.331731,75.045981,150.0
23.50016,80.23284,152.0
23.685297,86.945968,208.0
23.707909,86.41467,70.0
23.7176342,92.7192841,50.0
23.81748678,79.446246,86.0
23.8628276,91.2887362,112.0
24.10897,82.64558,208.0
24.2613009,80.7231783,43.0
24.58434363,80.8549414,58.0
24.5886166,73.6321397,114.0
24.762518,84.982348,71.0
25.14389,75.821256,104.0
25.3505986,82.9083074,189.0
25.5586,91.8985,33.0
25.586562,85.043586,119.0
25.592539,85.227158,160.0
25.596727,85.085624,162.0
25.599486,85.113666,144.0
25.619651,85.147382,154.0
25.6635413,94.0989878,85.0
25.697189,85.2459,117.0
25.771061,73.340227,112.0
26.11442,85.39813,217.0
26.181742,91.78063,144.0
26.203442,78.193251,132.0
26.210536,78.171,223.0
26.268249,73.0193853,151.0
26.470859,74.646594,89.0
26.6883049,88.412668,133.0
26.83399722,80.8917361,200.0
26.8458805,80.9365541,183.0
26.8821003,80.9302753,197.0
26.902909,75.836858,194.0
26.9164092,75.7994901,179.0
26.9502929,75.730943,182.0
27.554793,76.611536,88.0
27.9002,76.9938,83.0
28.060249,76.113115,88.0
28.194909,76.862296,258.0
28.2068,76.7997,232.0
28.3419248,77.319699,143.0
28.360699,76.93609,211.0
28.376058,77.315741,220.0
28.39072,77.30059,213.0
28.406963,77.849831,202.0
28.422681,77.148944,156.0
28.4227,77.0667,185.0
28.4275,77.1465,181.0
28.4417,77.3217,239.0
28.4706914,77.1099364,205.0
28.47272,77.482,188.0
28.498571,77.26484,176.0
28.530785,77.271255,190.0
28.531346,77.190156,208.0
28.5447608,77.3231257,209.0
28.5504249,77.2159377,207.0
28.5512005,77.2735737,197.0
28.557054,77.453663,248.0
28.5627763,77.1180053,198.0
28.563262,77.186937,207.0
28.56789,77.250515,170.0
28.56923,77.393848,181.0
28.570173,76.933762,187.0
28.5710274,77.0719006,187.0
28.58028,77.233829,192.0
28.588333,77.221667,209.0
28.5898,77.3101,197.0
28.5918245,77.2273074,188.0
28.60909,77.0325413,219.0
28.611281,77.237738,193.0
28.623763,77.287209,183.0
28.6245479,77.3577104,219.0
28.628624,77.24106,201.0
28.636429,77.201067,203.0
28.639645,77.146263,208.0
28.646233,77.358075,201.0
28.646835,77.316032,219.0
28.6514781,77.1473105,206.0
28.656756,77.227234,249.0
28.6573814,77.1585447,202.0
28.6603346,77.3572563,256.0
28.6701,76.9254,154.0
28.672342,77.31526,188.0
28.674045,77.131023,223.0
28.6811736,77.3025234,205.0
28.684678,77.076574,197.0
28.685382,77.453839,213.0
28.695381,77.181665,178.0
28.699793,77.165453,208.0
28.710508,77.249485,201.0
28.725645,77.749675,205.0
28.732528,77.11992,168.0
28.73282,77.170633,155.0
28.7500499,77.1112615,212.0
28.757294,77.278792,261.0
28.7762,77.051074,197.0
28.806223,76.141105,185.0
28.815329,77.15301,206.0
28.822836,77.101981,185.0
28.825341,78.7213009,339.0
28.9535882,77.7622941,199.0
28.974801,77.213357,236.0
28.999264,77.7590354,139.0
29.0272,77.0621,176.0
29.06351,77.709723,224.0
29.14056,75.744941,171.0
29.307814,76.337619,162.0
29.4723508,77.7194031,149.0
29.497973,76.993331,204.0
29.5364,75.0158,153.0
29.6953,77.0027,73.0
29.8006,76.4155,122.0
30.0325454,76.5623046,145.0
30.1480566,77.2893471,183.0
30.349388,76.366642,80.0
30.649961,76.331442,163.0
30.736056,76.209694,102.0
30.751462,76.762879,71.0
30.9028,75.8086,128.0
31.321907,75.578914,127.0
31.62,74.876512,100.0
