latitude,longitude,value
8.5149093,76.9435879,30.0
10.073232,76.302765,24.0
10.942451,76.978996,25.0
12.3511441,76.6249171,43.0
12.733409,77.298051,46.0
12.917348,77.622813,40.0
12.920984,77.584908,70.0
12.938539,77.5901,58.0
12.951913,77.539784,75.0
12.9756843,77.5660749,92.0
12.990328,77.5431385,79.0
13.029152,77.585901,64.0
13.1662,80.2584,57.0
13.428828,77.731418,26.0
13.67,79.35,24.0
15.351773,75.140726,98.0
16.5150833,80.5181667,43.0
16.7602,77.1428,31.0
16.9872867,81.7363176,60.0
17.320057,76.820889,58.0
17.349694,78.451437,86.0
17.4342359,78.4170318,91.0
17.460103,78.334361,64.0
17.5316895,78.218939,74.0
17.540891,78.358528,76.0
17.72,83.3,46.0
18.5011743,73.8165527,137.0
18.91,72.82,95.0
18.9936162,72.8128113,96.0
19.008751,73.01662,205.0
19.041847,72.865513,119.0
19.047,72.8746,93.0
19.0863,72.8888,116.0
19.10078,72.87462,101.0
19.10861,72.83622,99.0
19.1135051,73.008978,107.0
19.1375,72.915056,103.0
19.1494,72.9986,41.0
19.192056,72.9585188,38.0
19.2243333,72.8658113,123.0
19.25292,73.142019,120.0
19.3832,72.8204,101.0
19.645324,77.6345232,74.0
19.8389439,75.244448,62.0
20.0073285,73.7762427,31.0
20.362421,72.918013,64.0
20.9360711,85.1707021,53.0
21.152875,79.0517531,72.0
21.613267,73.010555,33.0
21.8004996,83.8396977,118.0
22.06047,88.109737,101.0
22.49929,88.36917,164.0
22.51106,88.35142,145.0
22.5448082,88.3403691,138.0
22.55664,88.342674,159.0
22.5687319,88.2797276,195.0
22.611968,88.347422,205.0
22.624758,75.675238,42.0
22.629801,88.352017,191.0
22.719444,75.870278,39.0
22.9682591,76.064118,29.0
22.969611,72.6435,49.0
23.002657,72.591912,89.0
23.10844,77.511428,49.0
23.168606,79.932247,116.0
23.182719,75.768218,42.0
23.221714,72.654328,45.0
23.233584,77.400574,65.0
23.331731,75.045981,52.0
23.685297,86.945968,82.0
23.707909,86.41467,102.0
23.833778,80.391222,150.0
24.10897,82.64558,226.0
24.2613009,80.7231783,88.0
24.58434363,80.8549414,101.0
24.5886166,73.6321397,127.0
25.14389,75.821256,126.0
25.3505986,82.9083074,225.0
25.771061,73.340227,112.0
26.1445,91.7362,134.0
26.268249,73.0193853,182.0
26.470859,74.646594,140.0
26.6883049,88.412668,116.0
26.902909,75.836858,209.0
26.9164092,75.7994901,218.0
26.9502929,75.730943,210.0
27.554793,76.611536,113.0
27.9002,76.9938,209.0
28.060249,76.113115,201.0
28.194909,76.862296,288.0
28.2068,76.7997,298.0
28.3419248,77.319699,460.0
28.360699,76.93609,308.0
28.406963,77.849831,454.0
28.422681,77.148944,332.0
28.4706914,77.1099364,330.0
28.47272,77.482,461.0
28.498571,77.26484,378.0
28.530785,77.271255,409.0
28.531346,77.190156,280.0
28.5447608,77.3231257,477.0
28.5504249,77.2159377,450.0
28.5512005,77.2735737,422.0
28.557054,77.453663,537.0
28.5627763,77.1180053,400.0
28.563262,77.186937,405.0
28.56789,77.250515,437.0
28.56923,77.393848,481.0
28.570173,76.933762,312.0
28.5710274,77.0719006,547.0
28.58028,77.233829,413.0
28.5898,77.3101,443.0
28.5918245,77.2273074,345.0
28.611281,77.237738,396.0
28.623763,77.287209,415.0
28.6245479,77.3577104,572.0
28.6316945,77.2494387,307.0
28.636429,77.201067,343.0
28.639645,77.146263,407.0
28.646233,77.358075,508.0
28.646835,77.316032,608.0
28.6573814,77.1585447,437.0
28.6603346,77.3572563,572.0
28.6701,76.9254,217.0
28.672342,77.31526,450.0
28.674045,77.131023,437.0
28.684678,77.076574,414.0
28.685382,77.453839,541.0
28.695381,77.181665,478.0
28.699793,77.165453,490.0
28.710508,77.249485,429.0
28.725645,77.749675,467.0
28.7256504,77.2011573,376.0
28.732528,77.11992,478.0
28.73282,77.170633,514.0
28.7500499,77.1112615,413.0
28.757294,77.278792,601.0
28.7762,77.051074,421.0
28.806223,76.141105,250.0
28.815329,77.15301,363.0
28.822836,77.101981,417.0
28.825341,78.7213009,334.0
28.9535882,77.7622941,361.0
28.974801,77.213357,391.0
28.999264,77.7590354,364.0
29.0272,77.0669191,250.0
29.06351,77.709723,384.0
29.14056,75.744941,305.0
29.307814,76.337619,320.0
29.4723508,77.7194031,339.0
29.497973,76.993331,583.0
29.5364,75.0158,451.0
29.6953,77.0027,407.0
29.8006,76.4155,451.0
30.1480566,77.2893471,322.0
30.349388,76.366642,264.0
30.649961,76.331442,167.0
30.736056,76.209694,286.0
30.751462,76.762879,174.0
30.9028,75.8086,202.0
31.0325454,76.5623046,119.0
31.321907,75.578914,214.0
31.62,74.876512,198.0
